Id,SalePrice
1092,169307.34474254353
1093,155323.5056336783
1094,200132.0806963041
1095,135740.13391634007
1096,182510.4099351447
1097,134126.2506353641
1098,172884.4355812152
1099,73564.72035749233
1100,214769.4223079367
1101,1135.766323478194
1102,98247.23174676439
1103,137650.2539927524
1104,154113.32345860335
1105,109525.61817736202
1106,327457.8445209877
1107,221807.9584656898
1108,245857.27036270266
1109,186927.5574829362
1110,287368.30837515625
1111,204706.04251148133
1112,220306.71789926966
1113,112832.576676653
1114,142928.46589351608
1115,101402.59735050029
1116,289757.45753615745
1117,228969.08710664255
1118,127761.37547246483
1119,134138.47858490306
1120,109312.59571335092
1121,121666.34477916686
1122,232996.61287023034
1123,76719.5330796258
1124,92912.13016528613
1125,191062.45731306495
1126,105683.20931237447
1127,229499.76709657325
1128,246628.0224072598
1129,212505.1070651596
1130,130693.18663251586
1131,148136.43539442937
1132,99476.87034352357
1133,126594.73462299234
1134,243369.41887644283
1135,182357.27199671278
1136,104517.70373196946
1137,122801.21201710077
1138,96710.16961381678
1139,215744.0874792703
1140,127239.52583932527
1141,132098.40272909752
1142,196002.0841690062
1143,347964.19050601823
1144,80073.36330096773
1145,63756.56658725091
1146,124358.64322975883
1147,177885.81054751016
1148,158682.2008928603
1149,133618.9599847549
1150,159030.02157794195
1151,111710.13636857341
1152,163290.5999419561
1153,214271.99537068792
1154,134532.6465216605
1155,227893.1677660672
1156,198927.00540374266
1157,146384.9080078574
1158,222781.71763441456
1159,254675.49731187546
1160,187246.0678847034
1161,146688.8227773246
1162,225216.93118899828
1163,106480.73151665437
1164,154078.67728709686
1165,178695.65269812918
1166,225437.14199404116
1167,257693.6052307391
1168,206547.31285685138
1169,192074.93643893953
1170,443322.6776377023
1171,79572.70311542298
1172,178625.25864561764
1173,168667.60050192266
1174,267788.68163044285
1175,190305.621177773
1176,308223.8272540658
1177,118543.0537250461
1178,112114.48137661186
1179,107784.7185646526
1180,100352.64223989472
1181,238392.74860756565
1182,245547.22103307606
1183,367676.6339422858
1184,143139.49720945046
1185,216128.38164240238
1186,121202.05647970713
1187,71577.39018471655
1188,260399.8961838833
1189,201900.96994164702
1190,210082.06394849997
1191,197030.6214339151
1192,195876.58582373802
1193,115466.74301255285
1194,176896.05794269242
1195,139588.44892538432
1196,178083.87995089102
1197,226369.7707706336
1198,151554.68113090005
1199,191998.2204956438
1200,128987.73774997448
1201,75164.55453167716
1202,200125.1173860312
1203,129513.74418617995
1204,213921.89590463904
1205,143040.03526733466
1206,271132.5727785395
1207,109311.44543123269
1208,228308.81753267185
1209,151394.8290946791
1210,284847.859503194
1211,208250.87275097752
1212,229932.8373637197
1213,63506.54574216227
1214,130949.08460463956
1215,113953.33514360734
1216,96285.6491014855
1217,160375.35288814176
1218,230687.1667471819
1219,41769.28277439275
1220,115591.09214132233
1221,99865.44156501465
1222,115158.73941136431
1223,175999.47375828703
1224,165947.26792776096
1225,224465.63597952225
1226,134560.5978267365
1227,221895.69733638922
1228,153588.85093182488
1229,345173.97748776246
1230,127455.02292864677
1231,226452.14169820398
1232,135777.64734503906
1233,96265.12205508887
1234,142911.62589799543
1235,103885.71895867377
1236,119103.9054463103
1237,186023.07618763088
1238,210498.93341801828
1239,168555.88683750317
1240,235960.48542522173
1241,234868.47836988373
1242,243710.61948986258
1243,193952.08341729385
1244,350835.24981987756
1245,176743.2026930803
1246,220413.6398111682
1247,192641.29338116688
1248,172116.49785745703
1249,173163.41023888835
1250,97434.30626862566
1251,266272.24190215743
1252,207162.99653713917
1253,107468.52155739325
1254,278120.2509722782
1255,201318.22708919668
1256,141542.11799676763
1257,311135.52185306326
1258,70706.67562730913
1259,200064.63921656087
1260,166144.22914392874
1261,196006.75344069698
1262,111254.16244632774
1263,138908.51768335025
1264,165358.2924903403
1265,177090.62394578848
1266,186071.38214973756
1267,141938.18969692825
1268,321653.9803637753
1269,374135.8767908125
1270,131220.85147807468
1271,251590.73137385584
1272,179578.77690395643
1273,116328.74356790376
1274,193957.7253433033
1275,139081.94278216618
1276,144579.25490379706
1277,153772.89211972593
1278,214194.0393719629
1279,262053.67747822055
1280,90282.25342385075
1281,227170.59820568166
1282,222485.18200648972
1283,147942.9255122554
1284,135342.3434298907
1285,231045.45342926402
1286,110195.70348695642
1287,190100.07255599205
1288,177202.68490850157
1289,236977.166170676
1290,281425.9320024727
1291,148064.60336624598
1292,111625.00613174471
1293,149501.25839384808
1294,206189.86452591303
1295,134753.14785247552
1296,126100.11876189127
1297,146865.59161596536
1298,161938.01676586526
1299,605116.7228149204
1300,151376.25843285164
1301,245228.03130611707
1302,149587.922818857
1303,291650.02246013423
1304,239626.86946615786
1305,185525.32652997016
1306,312892.15695097414
1307,202323.35774968052
1308,136054.6366976609
1309,160846.4357955989
1310,183609.81015885551
1311,262718.39841347677
1312,213646.2854353313
1313,298038.2549524512
1314,323464.5126379838
1315,90203.86940906337
1316,207630.80266658752
1317,292106.8006058533
1318,187884.04233761318
1319,265461.5433633472
1320,75157.43821480637
1321,190166.13019571942
1322,42126.85722151608
1323,244208.09238832118
1324,55863.143422072055
1325,292756.51021396695
1326,53499.615168323275
1327,57993.52344414289
1328,119294.78440851416
1329,221658.33496328117
1330,210682.93770424626
1331,262763.7063931287
1332,112724.60871018562
1333,79549.34317958471
1334,128963.98879710725
1335,120968.4085981783
1336,198106.9586887483
1337,148414.82026324584
1338,47240.31236081757
1339,236194.94161371025
1340,101630.01668428979
1341,81098.094195907
1342,179454.64471494942
1343,260247.45084655448
1344,174246.73958619055
1345,205802.84584352793
1346,75741.21412436338
1347,259953.49967721011
1348,282308.69368790206
1349,220344.80267765117
1350,176458.0921521117
1351,223383.92296691868
1352,177420.51107987063
1353,143158.64558662404
1354,348778.96417025453
1355,240630.01179031655
1356,208813.9742913565
1357,90566.59389868239
1358,160335.86902648187
1359,148591.15784418723
1360,321752.7708061775
1361,195174.08276210027
1362,241397.9765481355
1363,121775.52117988584
1364,167958.94442073768
1365,148639.7510504101
1366,220217.01831394807
1367,225026.1329098912
1368,109584.97613061662
1369,157109.8170018827
1370,268548.97613137565
1371,96934.02786019654
1372,212347.61107771914
1373,254978.4113378746
1374,410402.9620087114
1375,254532.9219166881
1376,250018.6821703096
1377,79275.15143336426
1378,133072.94899515738
1379,110636.89615465351
1380,153663.28553175018
1381,53726.50084372307
1382,220367.74114580196
1383,187073.7520658702
1384,170504.11346939206
1385,116662.49020701158
1386,106517.36383046815
1387,253350.45178751415
1388,185248.84119076421
1389,303029.1316458385
1390,134558.6475686878
1391,226502.76602290594
1392,138159.38261306216
1393,111338.70770698204
1394,163060.56451264676
1395,228607.73853907548
1396,281765.7955051125
1397,209847.46165111777
1398,124348.20863313624
1399,160447.17593752523
1400,153659.54087344022
1401,104812.25842687837
1402,207506.76653717062
1403,216028.25664901827
1404,248008.69101144513
1405,85244.12853324413
1406,260550.1251192456
1407,129510.33492451697
1408,105880.65246700193
1409,95316.30173476133
1410,234317.78865298675
1411,221233.22334166826
1412,159319.40686070523
1413,73346.0222770439
1414,298591.8555207185
1415,181405.84142656508
1416,246743.76900072745
1417,127400.08393012546
1418,316938.57125826017
1419,130300.35534493951
1420,228206.41182476492
1421,188952.73724281485
1422,138903.93982773973
1423,148366.78679683665
1424,102201.72688000044
1425,172966.8763869102
1426,157352.98539728858
1427,244215.38233617158
1428,141205.43706333265
1429,128394.53504884988
1430,199552.25643529533
1431,167562.53849039855
1432,125444.33077964955
1433,66430.73586671427
1434,227212.24390521087
1435,152203.54658150324
1436,216289.12585686846
1437,87038.01932998234
1438,300116.2472259477
1439,199233.50624403264
1440,199448.8518557991
1441,261582.40189235518
1442,155155.80875816918
1443,335805.7730195413
1444,98781.14650215651
1445,213163.35048712394
1446,132327.1931892333
1447,138185.48033940047
1448,276547.0306396452
1449,114181.32493236894
1450,71858.06403145869
1451,112212.32462923438
1452,259557.93121040496
1453,141538.77404924203
1454,130966.41629355354
1455,206347.49412278668
1456,184956.92848280608
1457,255699.57942771004
1458,224053.45447402168
1459,140353.78267857223
1460,148794.52740162355
